/home/aditya/Documents/IMG/center_2020_05_09_12_55_46_014.jpg, /home/aditya/Documents/IMG/left_2020_05_09_12_55_46_014.jpg, /home/aditya/Documents/IMG/right_2020_05_09_12_55_46_014.jpg,0,0,0,8.09E-05
/home/aditya/Documents/IMG/center_2020_05_09_12_55_46_250.jpg, /home/aditya/Documents/IMG/left_2020_05_09_12_55_46_250.jpg, /home/aditya/Documents/IMG/right_2020_05_09_12_55_46_250.jpg,0,0,0,7.85E-05
/home/aditya/Documents/IMG/center_2020_05_09_12_55_46_380.jpg, /home/aditya/Documents/IMG/left_2020_05_09_12_55_46_380.jpg, /home/aditya/Documents/IMG/right_2020_05_09_12_55_46_380.jpg,0,0,0,7.91E-05
/home/aditya/Documents/IMG/center_2020_05_09_12_55_46_513.jpg, /home/aditya/Documents/IMG/left_2020_05_09_12_55_46_513.jpg, /home/aditya/Documents/IMG/right_2020_05_09_12_55_46_513.jpg,0,0,0,7.82E-05
/home/aditya/Documents/IMG/center_2020_05_09_12_55_46_639.jpg, /home/aditya/Documents/IMG/left_2020_05_09_12_55_46_639.jpg, /home/aditya/Documents/IMG/right_2020_05_09_12_55_46_639.jpg,0,0,0,8.05E-05
/home/aditya/Documents/IMG/center_2020_05_09_12_55_46_768.jpg, /home/aditya/Documents/IMG/left_2020_05_09_12_55_46_768.jpg, /home/aditya/Documents/IMG/right_2020_05_09_12_55_46_768.jpg,0,0,0,7.80E-05
/home/aditya/Documents/IMG/center_2020_05_09_12_55_46_895.jpg, /home/aditya/Documents/IMG/left_2020_05_09_12_55_46_895.jpg, /home/aditya/Documents/IMG/right_2020_05_09_12_55_46_895.jpg,0,0,0,7.80E-05
/home/aditya/Documents/IMG/center_2020_05_09_12_55_47_029.jpg, /home/aditya/Documents/IMG/left_2020_05_09_12_55_47_029.jpg, /home/aditya/Documents/IMG/right_2020_05_09_12_55_47_029.jpg,0,0,0,7.80E-05
/home/aditya/Documents/IMG/center_2020_05_09_12_55_47_162.jpg, /home/aditya/Documents/IMG/left_2020_05_09_12_55_47_162.jpg, /home/aditya/Documents/IMG/right_2020_05_09_12_55_47_162.jpg,0,0,0,7.85E-05
/home/aditya/Documents/IMG/center_2020_05_09_12_55_47_296.jpg, /home/aditya/Documents/IMG/left_2020_05_09_12_55_47_296.jpg, /home/aditya/Documents/IMG/right_2020_05_09_12_55_47_296.jpg,0,0,0,8.01E-05
